image_path,dataset,original_class,unified_parent,unified_class,training_role,safety_level,disposal_group,mapping_confidence,leakage_group,exact_duplicate_group,near_duplicate_group,split
ewaste/test/Keyboard/Keyboard_242.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06688,,,train
ewaste/test/Keyboard/Keyboard_251.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11140,,,test
ewaste/test/Keyboard/Keyboard_259.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06951,,,train
ewaste/test/Keyboard/Keyboard_260.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11341,,,train
ewaste/test/Keyboard/Keyboard_264.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00271,,,train
ewaste/test/Keyboard/Keyboard_266.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00742,,,train
ewaste/test/Keyboard/Keyboard_267.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10076,,,train
ewaste/test/Keyboard/Keyboard_275.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02334,,,train
ewaste/test/Keyboard/Keyboard_279.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02906,,,train
ewaste/test/Keyboard/Keyboard_282.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04787,,,train
ewaste/test/Keyboard/Keyboard_284.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00252,,,train
ewaste/test/Keyboard/Keyboard_294.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09354,,,train
ewaste/test/Keyboard/Keyboard_4.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08942,,,val
ewaste/test/Keyboard/Keyboard_40.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09971,,,train
ewaste/test/Keyboard/Keyboard_61.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11639,,,train
ewaste/test/Keyboard/Keyboard_75.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00607,,,train
ewaste/test/Keyboard/Keyboard_83.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09248,,,val
ewaste/test/Keyboard/Keyboard_92.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09217,,,train
ewaste/test/Microwave/Microwave_106.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_10751,,,test
ewaste/test/Microwave/Microwave_128.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_01404,,NEAR_01404,train
ewaste/test/Microwave/Microwave_148.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_12072,,,train
ewaste/test/Microwave/Microwave_152.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_12591,,,train
ewaste/test/Microwave/Microwave_174.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_06749,,,train
ewaste/test/Microwave/Microwave_177.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_02104,,,train
ewaste/test/Microwave/Microwave_190.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_06794,,,train
ewaste/test/Microwave/Microwave_192.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_07286,,,test
ewaste/test/Microwave/Microwave_211.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_03075,,,test
ewaste/test/Microwave/Microwave_22.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_00766,,,train
ewaste/test/Microwave/Microwave_24.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_09828,,,train
ewaste/test/Microwave/Microwave_241.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_01554,,,val
ewaste/test/Microwave/Microwave_242.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_08636,,,train
ewaste/test/Microwave/Microwave_251.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_07449,,,test
ewaste/test/Microwave/Microwave_259.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_11057,,,test
ewaste/test/Microwave/Microwave_260.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_05839,,,train
ewaste/test/Microwave/Microwave_264.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_01570,,,val
ewaste/test/Microwave/Microwave_266.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_10406,,,val
ewaste/test/Microwave/Microwave_267.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_08340,,,train
ewaste/test/Microwave/Microwave_275.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_00627,,,test
ewaste/test/Microwave/Microwave_279.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_04285,,,train
ewaste/test/Microwave/Microwave_282.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_01886,,,train
ewaste/test/Microwave/Microwave_284.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_03833,,,train
ewaste/test/Microwave/Microwave_294.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_07320,,,train
ewaste/test/Microwave/Microwave_4.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_08985,,,train
ewaste/test/Microwave/Microwave_40.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_05382,,,train
ewaste/test/Microwave/Microwave_61.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_11097,,,val
ewaste/test/Microwave/Microwave_75.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_04239,,,train
ewaste/test/Microwave/Microwave_83.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_07257,,,train
ewaste/test/Microwave/Microwave_92.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_10277,,,train
ewaste/test/Mobile/Mobile_106.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00970,,,train
ewaste/test/Mobile/Mobile_128.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09930,,,val
ewaste/test/Mobile/Mobile_148.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09551,,,train
ewaste/test/Mobile/Mobile_152.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00080,,,train
ewaste/test/Mobile/Mobile_174.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_12103,,,train
ewaste/test/Mobile/Mobile_177.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11430,,,train
ewaste/test/Mobile/Mobile_190.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08269,,,train
ewaste/test/Mobile/Mobile_192.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11382,,,train
ewaste/test/Mobile/Mobile_211.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04737,,,train
ewaste/test/Mobile/Mobile_22.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02325,,,train
ewaste/test/Mobile/Mobile_24.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07130,,,train
ewaste/test/Mobile/Mobile_241.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04080,,,train
ewaste/test/Mobile/Mobile_242.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01463,,,train
ewaste/test/Mobile/Mobile_251.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06391,,,val
ewaste/test/Mobile/Mobile_259.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06697,,NEAR_06697,train
ewaste/test/Mobile/Mobile_260.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06697,,NEAR_06697,train
ewaste/test/Mobile/Mobile_264.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03266,,,train
ewaste/test/Mobile/Mobile_266.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08657,,NEAR_08657,train
ewaste/test/Mobile/Mobile_267.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05850,,,train
ewaste/test/Mobile/Mobile_275.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01002,,,val
ewaste/test/Mobile/Mobile_279.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05133,,,train
ewaste/test/Mobile/Mobile_282.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07405,,,train
ewaste/test/Mobile/Mobile_284.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00424,,,test
ewaste/test/Mobile/Mobile_294.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03003,,,train
ewaste/test/Mobile/Mobile_4.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08419,,,train
ewaste/test/Mobile/Mobile_40.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04141,,,train
ewaste/test/Mobile/Mobile_61.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05131,,,train
ewaste/test/Mobile/Mobile_75.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09919,,,train
ewaste/test/Mobile/Mobile_83.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01866,,,test
ewaste/test/Mobile/Mobile_92.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03988,,,train
ewaste/test/Mouse/Mouse_106.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11724,,,train
ewaste/test/Mouse/Mouse_128.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00799,,,val
ewaste/test/Mouse/Mouse_148.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09665,,,train
ewaste/test/Mouse/Mouse_152.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11396,,,train
ewaste/test/Mouse/Mouse_174.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_12477,,,val
ewaste/test/Mouse/Mouse_177.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02332,,,train
ewaste/test/Mouse/Mouse_190.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05738,,,train
ewaste/test/Mouse/Mouse_192.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07229,,,train
ewaste/test/Mouse/Mouse_211.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11165,,,train
ewaste/test/Mouse/Mouse_22.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04039,,,train
ewaste/test/Mouse/Mouse_24.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04069,,,train
ewaste/test/Mouse/Mouse_241.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05900,,,val
ewaste/test/Mouse/Mouse_242.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02010,,,train
ewaste/test/Mouse/Mouse_251.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09525,,,test
ewaste/test/Mouse/Mouse_259.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06102,,,val
ewaste/test/Mouse/Mouse_260.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07772,,,train
ewaste/test/Mouse/Mouse_264.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09823,,,test
ewaste/test/Mouse/Mouse_266.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04488,,,train
ewaste/test/Mouse/Mouse_267.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03805,,,train
ewaste/test/Mouse/Mouse_275.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11966,,,test
ewaste/test/Mouse/Mouse_279.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06829,,,train
ewaste/test/Mouse/Mouse_282.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09606,,,train
ewaste/test/Mouse/Mouse_284.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07702,,,train
ewaste/test/Mouse/Mouse_294.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07293,,,train
ewaste/test/Mouse/Mouse_4.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01284,,,train
ewaste/test/Mouse/Mouse_40.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08905,,,train
ewaste/test/Mouse/Mouse_61.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11002,,,test
ewaste/test/Mouse/Mouse_75.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11221,,,train
ewaste/test/Mouse/Mouse_83.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03186,,,train
ewaste/test/Mouse/Mouse_92.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11252,,,train
ewaste/test/PCB/pcb_106.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_02395,,,val
ewaste/test/PCB/pcb_128.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_02881,,,train
ewaste/test/PCB/pcb_148.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_12034,,,val
ewaste/test/PCB/pcb_152.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_09237,,,train
ewaste/test/PCB/pcb_174.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_11355,,,train
ewaste/test/PCB/pcb_177.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_09377,,,test
ewaste/test/PCB/pcb_190.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_10508,,,train
ewaste/test/PCB/pcb_192.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_03740,,,train
ewaste/test/PCB/pcb_211.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_07949,,,train
ewaste/test/PCB/pcb_22.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_03182,,,val
ewaste/test/PCB/pcb_24.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_00747,,,train
ewaste/test/PCB/pcb_241.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_11282,,,train
ewaste/test/PCB/pcb_242.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_05652,,,train
ewaste/test/PCB/pcb_251.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_03189,,,val
ewaste/test/PCB/pcb_259.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_07042,,,train
ewaste/test/PCB/pcb_260.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_06727,,,train
ewaste/test/PCB/pcb_264.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_11657,,,train
ewaste/test/PCB/pcb_266.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_10444,,,train
ewaste/test/PCB/pcb_267.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_11879,,,train
ewaste/test/PCB/pcb_275.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_05433,,,train
ewaste/test/PCB/pcb_279.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_02518,,,train
ewaste/test/PCB/pcb_282.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_03731,,,train
ewaste/test/PCB/pcb_284.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_10698,,,train
ewaste/test/PCB/pcb_294.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_06247,,,val
ewaste/test/PCB/pcb_4.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_05236,,,train
