dataset,label,split,path,width,height,aspect_ratio,format,mode,mean_brightness,blur_score,status,issues
ewaste,Mobile,test,data\raw\ewaste\test\Mobile\Mobile_275.jpg,150,150,1.0,JPEG,RGB,161.69,234.84,OK,
ewaste,Mobile,test,data\raw\ewaste\test\Mobile\Mobile_279.jpg,150,150,1.0,JPEG,RGB,91.01,1289.87,OK,
ewaste,Mobile,test,data\raw\ewaste\test\Mobile\Mobile_282.jpg,150,150,1.0,JPEG,RGB,135.57,313.91,OK,
ewaste,Mobile,test,data\raw\ewaste\test\Mobile\Mobile_284.jpg,150,150,1.0,JPEG,RGB,58.72,288.72,OK,
ewaste,Mobile,test,data\raw\ewaste\test\Mobile\Mobile_294.jpg,150,150,1.0,JPEG,RGB,66.0,89.67,OK,
ewaste,Mobile,test,data\raw\ewaste\test\Mobile\Mobile_4.jpg,150,150,1.0,JPEG,RGB,148.67,1436.11,OK,
ewaste,Mobile,test,data\raw\ewaste\test\Mobile\Mobile_40.jpg,150,150,1.0,JPEG,RGB,123.86,368.65,OK,
ewaste,Mobile,test,data\raw\ewaste\test\Mobile\Mobile_61.jpg,150,150,1.0,JPEG,RGB,118.98,1172.86,OK,
ewaste,Mobile,test,data\raw\ewaste\test\Mobile\Mobile_75.jpg,150,150,1.0,JPEG,RGB,185.09,210.91,OK,
ewaste,Mobile,test,data\raw\ewaste\test\Mobile\Mobile_83.jpg,150,150,1.0,JPEG,RGB,70.17,828.35,OK,
ewaste,Mobile,test,data\raw\ewaste\test\Mobile\Mobile_92.jpg,150,150,1.0,JPEG,RGB,91.33,356.41,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_106.jpg,150,150,1.0,JPEG,RGB,153.56,336.33,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_128.jpg,150,150,1.0,JPEG,RGB,201.23,1523.71,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_148.jpg,150,150,1.0,JPEG,RGB,115.86,491.69,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_152.jpg,150,150,1.0,JPEG,RGB,229.68,303.48,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_174.jpg,150,150,1.0,JPEG,RGB,155.99,1271.21,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_177.jpg,150,150,1.0,JPEG,RGB,190.23,870.52,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_190.jpg,150,150,1.0,JPEG,RGB,63.86,684.49,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_192.jpg,150,150,1.0,JPEG,RGB,153.63,221.03,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_211.jpg,150,150,1.0,JPEG,RGB,185.11,1077.88,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_22.jpg,150,150,1.0,JPEG,RGB,101.61,739.48,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_24.jpg,150,150,1.0,JPEG,RGB,136.48,381.96,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_241.jpg,150,150,1.0,JPEG,RGB,152.21,741.64,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_242.jpg,150,150,1.0,JPEG,RGB,148.26,1414.16,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_251.jpg,150,150,1.0,JPEG,RGB,146.06,249.13,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_259.jpg,150,150,1.0,JPEG,RGB,195.29,350.02,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_260.jpg,150,150,1.0,JPEG,RGB,75.83,1319.02,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_264.jpg,150,150,1.0,JPEG,RGB,132.04,1274.94,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_266.jpg,150,150,1.0,JPEG,RGB,80.74,729.81,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_267.jpg,150,150,1.0,JPEG,RGB,85.45,601.76,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_275.jpg,150,150,1.0,JPEG,RGB,146.69,758.39,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_279.jpg,150,150,1.0,JPEG,RGB,167.74,248.4,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_282.jpg,150,150,1.0,JPEG,RGB,150.37,250.87,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_284.jpg,150,150,1.0,JPEG,RGB,130.74,2014.89,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_294.jpg,150,150,1.0,JPEG,RGB,93.07,577.14,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_4.jpg,150,150,1.0,JPEG,RGB,116.24,701.17,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_40.jpg,150,150,1.0,JPEG,RGB,161.27,3107.15,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_61.jpg,150,150,1.0,JPEG,RGB,202.98,388.43,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_75.jpg,150,150,1.0,JPEG,RGB,218.59,1352.46,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_83.jpg,150,150,1.0,JPEG,RGB,184.37,926.87,OK,
ewaste,Mouse,test,data\raw\ewaste\test\Mouse\Mouse_92.jpg,150,150,1.0,JPEG,RGB,182.44,885.61,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_106.jpg,150,150,1.0,JPEG,RGB,141.14,1654.3,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_128.jpg,150,150,1.0,JPEG,RGB,66.07,2850.44,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_148.jpg,150,150,1.0,JPEG,RGB,119.76,546.73,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_152.jpg,150,150,1.0,JPEG,RGB,116.21,2650.35,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_174.jpg,150,150,1.0,JPEG,RGB,107.69,2175.29,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_177.jpg,150,150,1.0,JPEG,RGB,121.47,3579.64,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_190.jpg,150,150,1.0,JPEG,RGB,112.91,2598.07,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_192.jpg,150,150,1.0,JPEG,RGB,186.2,3203.58,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_211.jpg,150,150,1.0,JPEG,RGB,150.07,2109.18,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_22.jpg,150,150,1.0,JPEG,RGB,102.43,12506.05,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_24.jpg,150,150,1.0,JPEG,RGB,103.16,2835.84,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_241.jpg,150,150,1.0,JPEG,RGB,95.33,2650.18,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_242.jpg,150,150,1.0,JPEG,RGB,142.36,987.49,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_251.jpg,150,150,1.0,JPEG,RGB,83.36,4131.4,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_259.jpg,150,150,1.0,JPEG,RGB,122.95,1061.6,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_260.jpg,150,150,1.0,JPEG,RGB,171.18,1016.5,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_264.jpg,150,150,1.0,JPEG,RGB,115.88,611.4,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_266.jpg,150,150,1.0,JPEG,RGB,108.37,2462.23,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_267.jpg,150,150,1.0,JPEG,RGB,103.51,3606.97,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_275.jpg,150,150,1.0,JPEG,RGB,159.92,846.0,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_279.jpg,150,150,1.0,JPEG,RGB,113.66,3888.52,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_282.jpg,150,150,1.0,JPEG,RGB,178.39,1262.21,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_284.jpg,150,150,1.0,JPEG,RGB,156.1,1681.03,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_294.jpg,150,150,1.0,JPEG,RGB,120.43,6721.81,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_4.jpg,150,150,1.0,JPEG,RGB,95.05,1266.86,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_40.jpg,150,150,1.0,JPEG,RGB,102.99,3603.87,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_61.jpg,150,150,1.0,JPEG,RGB,209.79,1981.48,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_75.jpg,150,150,1.0,JPEG,RGB,204.03,2182.55,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_83.jpg,150,150,1.0,JPEG,RGB,91.36,1205.89,OK,
ewaste,PCB,test,data\raw\ewaste\test\PCB\pcb_92.jpg,150,150,1.0,JPEG,RGB,182.91,5696.3,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_106.jpg,150,150,1.0,JPEG,RGB,238.05,1004.28,WARNING,very_bright
ewaste,Player,test,data\raw\ewaste\test\Player\Player_128.jpg,150,150,1.0,JPEG,RGB,164.49,4833.96,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_148.jpg,150,150,1.0,JPEG,RGB,205.1,2645.2,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_152.jpg,150,150,1.0,JPEG,RGB,211.89,1018.84,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_174.jpg,150,150,1.0,JPEG,RGB,196.75,2335.59,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_177.jpg,150,150,1.0,JPEG,RGB,195.84,1410.8,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_190.jpg,150,150,1.0,JPEG,RGB,136.54,800.18,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_192.jpg,150,150,1.0,JPEG,RGB,99.18,818.54,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_211.jpg,150,150,1.0,JPEG,RGB,129.79,679.3,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_22.jpg,150,150,1.0,JPEG,RGB,154.19,4086.42,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_24.jpg,150,150,1.0,JPEG,RGB,211.62,1598.86,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_241.jpg,150,150,1.0,JPEG,RGB,162.82,1444.92,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_242.jpg,150,150,1.0,JPEG,RGB,192.08,4175.35,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_251.jpg,150,150,1.0,JPEG,RGB,176.65,3144.67,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_259.jpg,150,150,1.0,JPEG,RGB,217.58,824.35,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_260.jpg,150,150,1.0,JPEG,RGB,219.55,1876.75,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_264.jpg,150,150,1.0,JPEG,RGB,156.36,775.49,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_266.jpg,150,150,1.0,JPEG,RGB,180.87,1996.81,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_267.jpg,150,150,1.0,JPEG,RGB,135.95,2555.41,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_275.jpg,150,150,1.0,JPEG,RGB,176.9,1007.01,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_279.jpg,150,150,1.0,JPEG,RGB,154.29,4291.65,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_282.jpg,150,150,1.0,JPEG,RGB,207.1,1758.58,OK,
ewaste,Player,test,data\raw\ewaste\test\Player\Player_284.jpg,150,150,1.0,JPEG,RGB,180.67,1969.44,OK,
