hamming_distance,dataset_a,file_a,path_a,dataset_b,file_b,path_b
6,realwaste,Metal\Metal_519.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_519.jpg,realwaste,Plastic\Plastic_542.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_542.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-old-and-dusty-light-incandescent-bulb-isolated-on-white-background-2289784737 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-old-and-dusty-light-incandescent-bulb-isolated-on-white-background-2289784737 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-old-and-dusty-light-incandescent-bulb-isolated-on-white-background-2289784737.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-old-and-dusty-light-incandescent-bulb-isolated-on-white-background-2289784737.jpg
2,phenomsg,Recyclable\Recyclable\cans_all_type\4-reasons-why-we-should-recycle-aluminium-cans.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\4-reasons-why-we-should-recycle-aluminium-cans.jpg,phenomsg,Recyclable\Recyclable\cans_all_type\Screenshot-2023-02-15-100305.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\Screenshot-2023-02-15-100305.png
0,phenomsg,Hazardous\Hazardous\e-waste\516ee9d3b98a42557dc49476674823f0--e-waste-recycling-recycling-programs - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\516ee9d3b98a42557dc49476674823f0--e-waste-recycling-recycling-programs - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\516ee9d3b98a42557dc49476674823f0--e-waste-recycling-recycling-programs.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\516ee9d3b98a42557dc49476674823f0--e-waste-recycling-recycling-programs.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\BLOG-Which-light-bulbs-need-a-ballast - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\BLOG-Which-light-bulbs-need-a-ballast - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\BLOG-Which-light-bulbs-need-a-ballast.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\BLOG-Which-light-bulbs-need-a-ballast.jpg
0,ewaste,train\PCB\pcb_144.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\PCB\pcb_144.jpg,ewaste,train\PCB\pcb_32.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\PCB\pcb_32.jpg
2,ewaste,train\Battery\battery_171.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Battery\battery_171.jpg,ewaste,train\Battery\battery_46.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Battery\battery_46.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\e-waste3 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste3 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\e-waste3.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste3.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\1200px-Handy_schrott_mobile_phone_scrap - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\1200px-Handy_schrott_mobile_phone_scrap - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\1200px-Handy_schrott_mobile_phone_scrap.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\1200px-Handy_schrott_mobile_phone_scrap.jpg
0,ewaste,train\PCB\pcb_67.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\PCB\pcb_67.jpg,ewaste,train\PCB\pcb_93.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\PCB\pcb_93.jpg
6,realwaste,Miscellaneous Trash\Miscellaneous Trash_170.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Miscellaneous Trash\Miscellaneous Trash_170.jpg,trashnet,trash\trash127.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\trash\trash127.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\CFL-1 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\CFL-1 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\CFL-1.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\CFL-1.jpg
0,phenomsg,Recyclable\Recyclable\glass_containers\can-glass-be-recycled-683x1024.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\glass_containers\can-glass-be-recycled-683x1024.jpg,phenomsg,Recyclable\Recyclable\plastic_bottles\img_5e7545baa3fe4.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\plastic_bottles\img_5e7545baa3fe4.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\Light20bulbs.JPG - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Light20bulbs.JPG - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\Light20bulbs.JPG.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Light20bulbs.JPG.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-hand-dropping-old-damaged-smartphone-bin-e-garbage-152109224 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-hand-dropping-old-damaged-smartphone-bin-e-garbage-152109224 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-hand-dropping-old-damaged-smartphone-bin-e-garbage-152109224.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-hand-dropping-old-damaged-smartphone-bin-e-garbage-152109224.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-pile-of-broken-fluorescent-light-bulb-is-danger-for-health-386850775 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-pile-of-broken-fluorescent-light-bulb-is-danger-for-health-386850775 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-pile-of-broken-fluorescent-light-bulb-is-danger-for-health-386850775.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-pile-of-broken-fluorescent-light-bulb-is-danger-for-health-386850775.jpg
2,phenomsg,Recyclable\Recyclable\cans_all_type\aluminum-cans-in-recycling-kon-tum-vietnam-KJJ5CJ.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\aluminum-cans-in-recycling-kon-tum-vietnam-KJJ5CJ.jpg,phenomsg,Recyclable\Recyclable\cans_all_type\aluminum-cans-in-recycling-kon-tum-vietnam-usage-worldwide-PC54WW.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\aluminum-cans-in-recycling-kon-tum-vietnam-usage-worldwide-PC54WW.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\how-to-dispose-of-fluorescent-light-bulbs - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\how-to-dispose-of-fluorescent-light-bulbs - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\how-to-dispose-of-fluorescent-light-bulbs.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\how-to-dispose-of-fluorescent-light-bulbs.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\2050_E-Waste_Asian_Outlook_Web_title - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\2050_E-Waste_Asian_Outlook_Web_title - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\2050_E-Waste_Asian_Outlook_Web_title.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\2050_E-Waste_Asian_Outlook_Web_title.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\1-s2.0-S2352186421006970-gr4 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\1-s2.0-S2352186421006970-gr4 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\1-s2.0-S2352186421006970-gr4.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\1-s2.0-S2352186421006970-gr4.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\17175 - Copy.jpeg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\17175 - Copy.jpeg,phenomsg,Hazardous\Hazardous\e-waste\17175.jpeg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\17175.jpeg
0,trashnet,glass\glass176.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\glass\glass176.jpg,trashnet,plastic\plastic152.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\trashnet\plastic\plastic152.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\ulbs-at-recycling-event-old-broken-and-burnt-light-bulbs-waits-to-1593279565 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ulbs-at-recycling-event-old-broken-and-burnt-light-bulbs-waits-to-1593279565 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\ulbs-at-recycling-event-old-broken-and-burnt-light-bulbs-waits-to-1593279565.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ulbs-at-recycling-event-old-broken-and-burnt-light-bulbs-waits-to-1593279565.jpg
0,phenomsg,Non-Recyclable\Non-Recyclable\stroform_product\200114-compostable-packaging-cups-utensils-plates.pla-plastic-waste-pollution-3-salad.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\200114-compostable-packaging-cups-utensils-plates.pla-plastic-waste-pollution-3-salad.jpg,phenomsg,Recyclable\Recyclable\cans_all_type\200114-compostable-packaging-cups-utensils-plates.pla-plastic-waste-pollution-3-salad.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Recyclable\Recyclable\cans_all_type\200114-compostable-packaging-cups-utensils-plates.pla-plastic-waste-pollution-3-salad.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\Optimized-ewaste-middle-east - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Optimized-ewaste-middle-east - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\Optimized-ewaste-middle-east.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Optimized-ewaste-middle-east.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\waste - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\waste - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\waste.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\waste.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\pile-o-light-bulbs-1024x683 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\pile-o-light-bulbs-1024x683 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\pile-o-light-bulbs-1024x683.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\pile-o-light-bulbs-1024x683.jpg
6,realwaste,Food Organics\Food Organics_45.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Food Organics\Food Organics_45.jpg,realwaste,Metal\Metal_31.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_31.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\156050-wrdgfxdtvg-1615456453 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\156050-wrdgfxdtvg-1615456453 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\156050-wrdgfxdtvg-1615456453.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\156050-wrdgfxdtvg-1615456453.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\n-edison-fluorescent-and-led-isolated-on-a-transparent-background-1242075553 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\n-edison-fluorescent-and-led-isolated-on-a-transparent-background-1242075553 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\n-edison-fluorescent-and-led-isolated-on-a-transparent-background-1242075553.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\n-edison-fluorescent-and-led-isolated-on-a-transparent-background-1242075553.jpg
0,phenomsg,Organic\Organic\food_scraps\Organic-waste-to-wealth.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Organic\Organic\food_scraps\Organic-waste-to-wealth.jpg,phenomsg,Organic\Organic\kitchen_waste\Organic-waste-to-wealth.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Organic\Organic\kitchen_waste\Organic-waste-to-wealth.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-old-lamps-and-lightbulbs-collection-in-a-waste-bin-2167268987 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-old-lamps-and-lightbulbs-collection-in-a-waste-bin-2167268987 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\stock-photo-old-lamps-and-lightbulbs-collection-in-a-waste-bin-2167268987.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\stock-photo-old-lamps-and-lightbulbs-collection-in-a-waste-bin-2167268987.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\47-e-waste-a-growing-concern - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\47-e-waste-a-growing-concern - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\47-e-waste-a-growing-concern.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\47-e-waste-a-growing-concern.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\e-waste-2049017_1280 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-2049017_1280 - Copy.jpg,phenomsg,Hazardous\Hazardous\paints\391w_e-waste-2049017_1280.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\paints\391w_e-waste-2049017_1280.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\Ewaste-1602590536972 - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Ewaste-1602590536972 - Copy.png,phenomsg,Hazardous\Hazardous\e-waste\Ewaste-1602590536972.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Ewaste-1602590536972.png
0,phenomsg,Hazardous\Hazardous\e-waste\640339-50P_PRO - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\640339-50P_PRO - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\640339-50P_PRO.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\640339-50P_PRO.jpg
0,ewaste,train\PCB\pcb_153.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\PCB\pcb_153.jpg,ewaste,train\PCB\pcb_67.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\PCB\pcb_67.jpg
0,ewaste,train\Television\Television_238.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Television\Television_238.jpg,ewaste,train\Television\Television_245.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Television\Television_245.jpg
4,realwaste,Metal\Metal_738.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_738.jpg,realwaste,Plastic\Plastic_763.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_763.jpg
0,ewaste,train\Microwave\Microwave_104.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Microwave\Microwave_104.jpg,ewaste,train\Microwave\Microwave_91.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Microwave\Microwave_91.jpg
6,realwaste,Metal\Metal_655.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_655.jpg,realwaste,Metal\Metal_692.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Metal\Metal_692.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\e-waste-lg-238744418 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-lg-238744418 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\e-waste-lg-238744418.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\e-waste-lg-238744418.jpg
6,ewaste,val\Keyboard\Keyboard_239.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\val\Keyboard\Keyboard_239.jpg,ewaste,val\Player\Player_280.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\val\Player\Player_280.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\E-Waste20Wednesday20-20Waste20Reduction20Week202022 - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste20Wednesday20-20Waste20Reduction20Week202022 - Copy.png,phenomsg,Hazardous\Hazardous\e-waste\E-Waste20Wednesday20-20Waste20Reduction20Week202022.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-Waste20Wednesday20-20Waste20Reduction20Week202022.png
0,phenomsg,Hazardous\Hazardous\e-waste\Noteable_ewaste_main-760x378 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Noteable_ewaste_main-760x378 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\Noteable_ewaste_main-760x378.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Noteable_ewaste_main-760x378.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\04801E3UVtxDTDY9ek1ovu0-3..v1618408208 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\04801E3UVtxDTDY9ek1ovu0-3..v1618408208 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\04801E3UVtxDTDY9ek1ovu0-3..v1618408208.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\04801E3UVtxDTDY9ek1ovu0-3..v1618408208.jpg
0,ewaste,train\Mouse\Mouse_154.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Mouse\Mouse_154.jpg,ewaste,train\Mouse\Mouse_209.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\ewaste\train\Mouse\Mouse_209.jpg
0,phenomsg,Hazardous\Hazardous\e-waste\nergy-saving-bulbs-tube-spent-incandescent-halogen-cfi-fluorescent-174891297 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\nergy-saving-bulbs-tube-spent-incandescent-halogen-cfi-fluorescent-174891297 - Copy.jpg,phenomsg,Hazardous\Hazardous\e-waste\nergy-saving-bulbs-tube-spent-incandescent-halogen-cfi-fluorescent-174891297.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\nergy-saving-bulbs-tube-spent-incandescent-halogen-cfi-fluorescent-174891297.jpg
0,phenomsg,Non-Recyclable\Non-Recyclable\stroform_product\Untitled-1024-C397-768px-16-1200x900.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\Untitled-1024-C397-768px-16-1200x900.jpg,phenomsg,Non-Recyclable\Non-Recyclable\stroform_product\Untitled-1024-C397-768px-16.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Non-Recyclable\Non-Recyclable\stroform_product\Untitled-1024-C397-768px-16.jpg
4,phenomsg,Hazardous\Hazardous\paints\Paint-Solvents-and-Thinners.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\paints\Paint-Solvents-and-Thinners.jpg,realwaste,Plastic\Plastic_781.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\realwaste\Plastic\Plastic_781.jpg
