image_path,dataset,original_class,unified_parent,unified_class,training_role,safety_level,disposal_group,mapping_confidence,leakage_group,exact_duplicate_group,near_duplicate_group,split,curation_status,curation_reason,curation_action
ewaste/test/Keyboard/Keyboard_260.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11341,,,train,KEEP,,
ewaste/test/Keyboard/Keyboard_264.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00271,,,train,KEEP,,
ewaste/test/Keyboard/Keyboard_266.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00742,,,train,KEEP,,
ewaste/test/Keyboard/Keyboard_267.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_10076,,,train,KEEP,,
ewaste/test/Keyboard/Keyboard_275.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02334,,,train,KEEP,,
ewaste/test/Keyboard/Keyboard_279.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02906,,,train,KEEP,,
ewaste/test/Keyboard/Keyboard_282.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04787,,,train,KEEP,,
ewaste/test/Keyboard/Keyboard_284.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00252,,,train,KEEP,,
ewaste/test/Keyboard/Keyboard_294.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09354,,,train,KEEP,,
ewaste/test/Keyboard/Keyboard_4.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08942,,,val,KEEP,,
ewaste/test/Keyboard/Keyboard_40.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09971,,,train,KEEP,,
ewaste/test/Keyboard/Keyboard_61.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11639,,,train,KEEP,,
ewaste/test/Keyboard/Keyboard_75.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00607,,,train,KEEP,,
ewaste/test/Keyboard/Keyboard_83.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09248,,,val,KEEP,,
ewaste/test/Keyboard/Keyboard_92.jpg,ewaste,Keyboard,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09217,,,train,KEEP,,
ewaste/test/Microwave/Microwave_106.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_10751,,,test,KEEP,,
ewaste/test/Microwave/Microwave_128.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_01404,,NEAR_01404,train,KEEP,,
ewaste/test/Microwave/Microwave_148.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_12072,,,train,KEEP,,
ewaste/test/Microwave/Microwave_152.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_12591,,,train,KEEP,,
ewaste/test/Microwave/Microwave_174.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_06749,,,train,KEEP,,
ewaste/test/Microwave/Microwave_177.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_02104,,,train,KEEP,,
ewaste/test/Microwave/Microwave_190.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_06794,,,train,KEEP,,
ewaste/test/Microwave/Microwave_192.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_07286,,,test,KEEP,,
ewaste/test/Microwave/Microwave_211.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_03075,,,test,KEEP,,
ewaste/test/Microwave/Microwave_22.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_00766,,,train,KEEP,,
ewaste/test/Microwave/Microwave_24.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_09828,,,train,KEEP,,
ewaste/test/Microwave/Microwave_241.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_01554,,,val,KEEP,,
ewaste/test/Microwave/Microwave_242.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_08636,,,train,KEEP,,
ewaste/test/Microwave/Microwave_251.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_07449,,,test,KEEP,,
ewaste/test/Microwave/Microwave_259.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_11057,,,test,KEEP,,
ewaste/test/Microwave/Microwave_260.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_05839,,,train,KEEP,,
ewaste/test/Microwave/Microwave_264.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_01570,,,val,KEEP,,
ewaste/test/Microwave/Microwave_266.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_10406,,,val,KEEP,,
ewaste/test/Microwave/Microwave_267.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_08340,,,train,KEEP,,
ewaste/test/Microwave/Microwave_275.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_00627,,,test,KEEP,,
ewaste/test/Microwave/Microwave_279.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_04285,,,train,KEEP,,
ewaste/test/Microwave/Microwave_282.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_01886,,,train,KEEP,,
ewaste/test/Microwave/Microwave_284.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_03833,,,train,KEEP,,
ewaste/test/Microwave/Microwave_294.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_07320,,,train,KEEP,,
ewaste/test/Microwave/Microwave_4.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_08985,,,train,KEEP,,
ewaste/test/Microwave/Microwave_40.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_05382,,,train,KEEP,,
ewaste/test/Microwave/Microwave_61.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_11097,,,val,KEEP,,
ewaste/test/Microwave/Microwave_75.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_04239,,,train,KEEP,,
ewaste/test/Microwave/Microwave_83.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_07257,,,train,KEEP,,
ewaste/test/Microwave/Microwave_92.jpg,ewaste,Microwave,E-Waste,Large Electronic Appliance,e_waste,S2,E-Waste Collection,HIGH,GROUP_10277,,,train,KEEP,,
ewaste/test/Mobile/Mobile_106.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00970,,,train,KEEP,,
ewaste/test/Mobile/Mobile_128.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09930,,,val,KEEP,,
ewaste/test/Mobile/Mobile_148.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09551,,,train,KEEP,,
ewaste/test/Mobile/Mobile_152.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00080,,,train,KEEP,,
ewaste/test/Mobile/Mobile_174.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_12103,,,train,KEEP,,
ewaste/test/Mobile/Mobile_177.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11430,,,train,KEEP,,
ewaste/test/Mobile/Mobile_190.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08269,,,train,KEEP,,
ewaste/test/Mobile/Mobile_192.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11382,,,train,KEEP,,
ewaste/test/Mobile/Mobile_211.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04737,,,train,KEEP,,
ewaste/test/Mobile/Mobile_22.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02325,,,train,KEEP,,
ewaste/test/Mobile/Mobile_24.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07130,,,train,KEEP,,
ewaste/test/Mobile/Mobile_241.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04080,,,train,KEEP,,
ewaste/test/Mobile/Mobile_242.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01463,,,train,KEEP,,
ewaste/test/Mobile/Mobile_251.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06391,,,val,KEEP,,
ewaste/test/Mobile/Mobile_259.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06697,,NEAR_06697,train,KEEP,,
ewaste/test/Mobile/Mobile_260.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06697,,NEAR_06697,train,KEEP,,
ewaste/test/Mobile/Mobile_264.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03266,,,train,KEEP,,
ewaste/test/Mobile/Mobile_266.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08657,,NEAR_08657,train,KEEP,,
ewaste/test/Mobile/Mobile_267.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05850,,,train,KEEP,,
ewaste/test/Mobile/Mobile_275.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01002,,,val,KEEP,,
ewaste/test/Mobile/Mobile_279.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05133,,,train,KEEP,,
ewaste/test/Mobile/Mobile_282.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07405,,,train,KEEP,,
ewaste/test/Mobile/Mobile_284.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00424,,,test,KEEP,,
ewaste/test/Mobile/Mobile_294.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03003,,,train,KEEP,,
ewaste/test/Mobile/Mobile_4.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08419,,,train,KEEP,,
ewaste/test/Mobile/Mobile_40.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04141,,,train,KEEP,,
ewaste/test/Mobile/Mobile_61.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05131,,,train,KEEP,,
ewaste/test/Mobile/Mobile_75.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09919,,,train,KEEP,,
ewaste/test/Mobile/Mobile_83.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01866,,,test,KEEP,,
ewaste/test/Mobile/Mobile_92.jpg,ewaste,Mobile,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03988,,,train,KEEP,,
ewaste/test/Mouse/Mouse_106.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11724,,,train,KEEP,,
ewaste/test/Mouse/Mouse_128.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_00799,,,val,KEEP,,
ewaste/test/Mouse/Mouse_148.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09665,,,train,KEEP,,
ewaste/test/Mouse/Mouse_152.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11396,,,train,KEEP,,
ewaste/test/Mouse/Mouse_174.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_12477,,,val,KEEP,,
ewaste/test/Mouse/Mouse_177.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02332,,,train,KEEP,,
ewaste/test/Mouse/Mouse_190.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05738,,,train,KEEP,,
ewaste/test/Mouse/Mouse_192.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07229,,,train,KEEP,,
ewaste/test/Mouse/Mouse_211.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11165,,,train,KEEP,,
ewaste/test/Mouse/Mouse_22.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04039,,,train,KEEP,,
ewaste/test/Mouse/Mouse_24.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04069,,,train,KEEP,,
ewaste/test/Mouse/Mouse_241.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_05900,,,val,KEEP,,
ewaste/test/Mouse/Mouse_242.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_02010,,,train,KEEP,,
ewaste/test/Mouse/Mouse_251.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09525,,,test,KEEP,,
ewaste/test/Mouse/Mouse_259.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06102,,,val,KEEP,,
ewaste/test/Mouse/Mouse_260.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07772,,,train,KEEP,,
ewaste/test/Mouse/Mouse_264.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09823,,,test,KEEP,,
ewaste/test/Mouse/Mouse_266.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_04488,,,train,KEEP,,
ewaste/test/Mouse/Mouse_267.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03805,,,train,KEEP,,
ewaste/test/Mouse/Mouse_275.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11966,,,test,KEEP,,
ewaste/test/Mouse/Mouse_279.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_06829,,,train,KEEP,,
ewaste/test/Mouse/Mouse_282.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_09606,,,train,KEEP,,
ewaste/test/Mouse/Mouse_284.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07702,,,train,KEEP,,
ewaste/test/Mouse/Mouse_294.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_07293,,,train,KEEP,,
ewaste/test/Mouse/Mouse_4.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_01284,,,train,KEEP,,
ewaste/test/Mouse/Mouse_40.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_08905,,,train,KEEP,,
ewaste/test/Mouse/Mouse_61.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11002,,,test,KEEP,,
ewaste/test/Mouse/Mouse_75.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11221,,,train,KEEP,,
ewaste/test/Mouse/Mouse_83.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_03186,,,train,KEEP,,
ewaste/test/Mouse/Mouse_92.jpg,ewaste,Mouse,E-Waste,Electronic Device,e_waste,S2,E-Waste Collection,HIGH,GROUP_11252,,,train,KEEP,,
ewaste/test/PCB/pcb_106.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_02395,,,val,KEEP,,
ewaste/test/PCB/pcb_128.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_02881,,,train,KEEP,,
ewaste/test/PCB/pcb_148.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_12034,,,val,KEEP,,
ewaste/test/PCB/pcb_152.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_09237,,,train,KEEP,,
ewaste/test/PCB/pcb_174.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_11355,,,train,KEEP,,
ewaste/test/PCB/pcb_177.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_09377,,,test,KEEP,,
ewaste/test/PCB/pcb_190.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_10508,,,train,KEEP,,
ewaste/test/PCB/pcb_192.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_03740,,,train,KEEP,,
ewaste/test/PCB/pcb_211.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_07949,,,train,KEEP,,
ewaste/test/PCB/pcb_22.jpg,ewaste,PCB,E-Waste,Electronic Component,e_waste,S2,E-Waste Collection,HIGH,GROUP_03182,,,val,KEEP,,
