dataset,label,split,path,width,height,aspect_ratio,format,mode,mean_brightness,blur_score,status,issues
ewaste,Keyboard,train,data\raw\ewaste\train\Keyboard\Keyboard_126.jpg,150,150,1.0,JPEG,RGB,15.92,81.66,WARNING,very_dark
ewaste,Keyboard,train,data\raw\ewaste\train\Keyboard\Keyboard_132.jpg,150,150,1.0,JPEG,RGB,165.23,31.89,WARNING,possible_blur
ewaste,Keyboard,train,data\raw\ewaste\train\Keyboard\Keyboard_158.jpg,150,150,1.0,JPEG,RGB,7.91,54.98,WARNING,very_dark
ewaste,Keyboard,train,data\raw\ewaste\train\Keyboard\Keyboard_161.jpg,150,150,1.0,JPEG,RGB,10.73,64.25,WARNING,very_dark
ewaste,Keyboard,train,data\raw\ewaste\train\Keyboard\Keyboard_183.jpg,150,150,1.0,JPEG,RGB,17.08,71.07,WARNING,very_dark
ewaste,Keyboard,train,data\raw\ewaste\train\Keyboard\Keyboard_237.jpg,150,150,1.0,JPEG,RGB,38.58,36.95,WARNING,possible_blur
ewaste,Keyboard,train,data\raw\ewaste\train\Keyboard\Keyboard_238.jpg,150,150,1.0,JPEG,RGB,127.9,39.39,WARNING,possible_blur
ewaste,Keyboard,train,data\raw\ewaste\train\Keyboard\Keyboard_278.jpg,150,150,1.0,JPEG,RGB,213.47,48.71,WARNING,possible_blur
ewaste,Keyboard,train,data\raw\ewaste\train\Keyboard\Keyboard_46.jpg,150,150,1.0,JPEG,RGB,237.18,152.97,WARNING,very_bright
ewaste,Keyboard,train,data\raw\ewaste\train\Keyboard\Keyboard_67.jpg,150,150,1.0,JPEG,RGB,24.24,528.48,WARNING,very_dark
ewaste,Keyboard,train,data\raw\ewaste\train\Keyboard\Keyboard_71.jpg,150,150,1.0,JPEG,RGB,241.0,116.14,WARNING,very_bright
ewaste,Microwave,train,data\raw\ewaste\train\Microwave\Microwave_10.jpg,150,150,1.0,JPEG,RGB,236.53,71.31,WARNING,very_bright
ewaste,Microwave,train,data\raw\ewaste\train\Microwave\Microwave_124.jpg,150,150,1.0,JPEG,RGB,14.0,2718.88,WARNING,very_dark
ewaste,Microwave,train,data\raw\ewaste\train\Microwave\Microwave_246.jpg,150,150,1.0,JPEG,RGB,130.31,47.67,WARNING,possible_blur
ewaste,Microwave,train,data\raw\ewaste\train\Microwave\Microwave_26.jpg,150,150,1.0,JPEG,RGB,228.78,30.45,WARNING,possible_blur
ewaste,Microwave,train,data\raw\ewaste\train\Microwave\Microwave_298.jpg,150,150,1.0,JPEG,RGB,235.11,44.49,WARNING,very_bright | possible_blur
ewaste,Microwave,train,data\raw\ewaste\train\Microwave\Microwave_39.jpg,150,150,1.0,JPEG,RGB,233.72,34.0,WARNING,possible_blur
ewaste,Mobile,train,data\raw\ewaste\train\Mobile\Mobile_278.jpg,150,150,1.0,JPEG,RGB,122.61,40.58,WARNING,possible_blur
ewaste,Mouse,train,data\raw\ewaste\train\Mouse\Mouse_144.jpg,150,150,1.0,JPEG,RGB,24.33,198.91,WARNING,very_dark
ewaste,Mouse,train,data\raw\ewaste\train\Mouse\Mouse_160.jpg,150,150,1.0,JPEG,RGB,241.6,80.46,WARNING,very_bright
ewaste,Mouse,train,data\raw\ewaste\train\Mouse\Mouse_184.jpg,150,150,1.0,JPEG,RGB,245.61,541.92,WARNING,very_bright
ewaste,Mouse,train,data\raw\ewaste\train\Mouse\Mouse_196.jpg,150,150,1.0,JPEG,RGB,239.79,404.31,WARNING,very_bright
ewaste,Mouse,train,data\raw\ewaste\train\Mouse\Mouse_205.jpg,150,150,1.0,JPEG,RGB,237.91,844.15,WARNING,very_bright
ewaste,Mouse,train,data\raw\ewaste\train\Mouse\Mouse_206.jpg,150,150,1.0,JPEG,RGB,246.57,161.7,WARNING,very_bright
ewaste,Mouse,train,data\raw\ewaste\train\Mouse\Mouse_243.jpg,150,150,1.0,JPEG,RGB,167.29,28.29,WARNING,possible_blur
ewaste,Mouse,train,data\raw\ewaste\train\Mouse\Mouse_244.jpg,150,150,1.0,JPEG,RGB,236.14,915.97,WARNING,very_bright
ewaste,Mouse,train,data\raw\ewaste\train\Mouse\Mouse_67.jpg,150,150,1.0,JPEG,RGB,246.5,64.71,WARNING,very_bright
ewaste,Player,train,data\raw\ewaste\train\Player\Player_16.jpg,150,150,1.0,JPEG,RGB,238.59,496.99,WARNING,very_bright
ewaste,Player,train,data\raw\ewaste\train\Player\Player_238.jpg,150,150,1.0,JPEG,RGB,235.05,878.55,WARNING,very_bright
ewaste,Player,train,data\raw\ewaste\train\Player\Player_274.jpg,150,150,1.0,JPEG,RGB,235.32,578.91,WARNING,very_bright
ewaste,Printer,train,data\raw\ewaste\train\Printer\Printer_120.jpg,150,150,1.0,JPEG,RGB,235.07,769.19,WARNING,very_bright
ewaste,Printer,train,data\raw\ewaste\train\Printer\Printer_256.jpg,150,150,1.0,JPEG,RGB,236.1,1310.17,WARNING,very_bright
ewaste,Television,train,data\raw\ewaste\train\Television\Television_139.jpg,150,150,1.0,JPEG,RGB,62.03,40.67,WARNING,possible_blur
ewaste,Television,train,data\raw\ewaste\train\Television\Television_161.jpg,150,150,1.0,JPEG,RGB,20.22,216.39,WARNING,very_dark
ewaste,Television,train,data\raw\ewaste\train\Television\Television_180.jpg,150,150,1.0,JPEG,RGB,35.28,26.58,WARNING,possible_blur
ewaste,Television,train,data\raw\ewaste\train\Television\Television_185.jpg,150,150,1.0,JPEG,RGB,23.3,82.92,WARNING,very_dark
ewaste,Television,train,data\raw\ewaste\train\Television\Television_202.jpg,150,150,1.0,JPEG,RGB,84.38,43.39,WARNING,possible_blur
ewaste,Television,train,data\raw\ewaste\train\Television\Television_29.jpg,150,150,1.0,JPEG,RGB,106.6,32.31,WARNING,possible_blur
ewaste,Television,train,data\raw\ewaste\train\Television\Television_80.jpg,150,150,1.0,JPEG,RGB,48.55,47.62,WARNING,possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_1.jpg,150,150,1.0,JPEG,RGB,235.87,52.05,WARNING,very_bright
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_101.jpg,150,150,1.0,JPEG,RGB,239.59,72.11,WARNING,very_bright
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_110.jpg,150,150,1.0,JPEG,RGB,227.82,45.17,WARNING,possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_112.jpg,150,150,1.0,JPEG,RGB,226.85,25.37,WARNING,possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_115.jpg,150,150,1.0,JPEG,RGB,214.71,46.31,WARNING,possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_117.jpg,150,150,1.0,JPEG,RGB,237.15,17.16,WARNING,very_bright | possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_121.jpg,150,150,1.0,JPEG,RGB,222.54,41.96,WARNING,possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_124.jpg,150,150,1.0,JPEG,RGB,242.56,22.58,WARNING,very_bright | possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_126.jpg,150,150,1.0,JPEG,RGB,239.43,18.88,WARNING,very_bright | possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_156.jpg,150,150,1.0,JPEG,RGB,239.9,46.06,WARNING,very_bright | possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_175.jpg,150,150,1.0,JPEG,RGB,239.15,29.35,WARNING,very_bright | possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_201.jpg,150,150,1.0,JPEG,RGB,236.94,41.92,WARNING,very_bright | possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_230.jpg,150,150,1.0,JPEG,RGB,223.02,42.59,WARNING,possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_240.jpg,150,150,1.0,JPEG,RGB,235.94,70.44,WARNING,very_bright
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_244.jpg,150,150,1.0,JPEG,RGB,94.94,26.2,WARNING,possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_25.jpg,150,150,1.0,JPEG,RGB,235.35,44.78,WARNING,very_bright | possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_276.jpg,150,150,1.0,JPEG,RGB,123.87,44.01,WARNING,possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_293.jpg,150,150,1.0,JPEG,RGB,234.13,19.45,WARNING,possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_3.jpg,150,150,1.0,JPEG,RGB,235.66,40.38,WARNING,very_bright | possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_35.jpg,150,150,1.0,JPEG,RGB,125.9,43.83,WARNING,possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_54.jpg,150,150,1.0,JPEG,RGB,246.45,11.93,WARNING,very_bright | possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_85.jpg,150,150,1.0,JPEG,RGB,153.92,45.29,WARNING,possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_86.jpg,150,150,1.0,JPEG,RGB,242.67,15.49,WARNING,very_bright | possible_blur
ewaste,Washing Machine,train,data\raw\ewaste\train\Washing Machine\Washing_Machine_97.jpg,150,150,1.0,JPEG,RGB,235.94,79.46,WARNING,very_bright
ewaste,Battery,val,data\raw\ewaste\val\Battery\battery_122.jpg,150,150,1.0,JPEG,RGB,240.79,487.54,WARNING,very_bright
ewaste,Microwave,val,data\raw\ewaste\val\Microwave\Microwave_105.jpg,150,150,1.0,JPEG,RGB,115.69,39.11,WARNING,possible_blur
ewaste,Mouse,val,data\raw\ewaste\val\Mouse\Mouse_198.jpg,150,150,1.0,JPEG,RGB,122.5,39.84,WARNING,possible_blur
ewaste,Player,val,data\raw\ewaste\val\Player\Player_23.jpg,150,150,1.0,JPEG,RGB,235.96,711.77,WARNING,very_bright
ewaste,Player,val,data\raw\ewaste\val\Player\Player_280.jpg,150,150,1.0,JPEG,RGB,240.64,598.77,WARNING,very_bright
ewaste,Television,val,data\raw\ewaste\val\Television\Television_23.jpg,150,150,1.0,JPEG,RGB,83.19,45.14,WARNING,possible_blur
ewaste,Washing Machine,val,data\raw\ewaste\val\Washing Machine\Washing_Machine_286.jpg,150,150,1.0,JPEG,RGB,228.01,21.87,WARNING,possible_blur
ewaste,Washing Machine,val,data\raw\ewaste\val\Washing Machine\Washing_Machine_65.jpg,150,150,1.0,JPEG,RGB,231.36,48.48,WARNING,possible_blur
ewaste,Washing Machine,val,data\raw\ewaste\val\Washing Machine\Washing_Machine_99.jpg,150,150,1.0,JPEG,RGB,238.31,33.5,WARNING,very_bright | possible_blur
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\19.13.jpg,2733,1049,2.6053,JPEG,RGB,239.03,1246.46,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\41586_2019_1682_Fig1_HTML.png,1690,603,2.8027,PNG,RGB,238.13,1115.75,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\Alkaline-vs.-Lithium-Batteries.png,840,2452,0.3426,PNG,P,149.96,3814.8,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\batteries2.jpg,2716,1810,1.5006,JPEG,RGB,182.66,29.88,WARNING,possible_blur
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\Batteries_-Lithium-Ion-Battery-and-Lithium-Polymer-Battery-Explained.png,2240,1260,1.7778,PNG,P,79.23,74.14,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\creens-LCD-iPhone-panels-laptop-collected-for-disposal-in-plastic-containers.png,1440,792,1.8182,PNG,P,66.99,2600.19,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\Eneloop_6420.jpg,3000,3000,1.0,JPEG,RGB,186.36,33.0,WARNING,possible_blur
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\energizer-cold-weather-lithium-aa-battery.jpg,800,494,1.6194,JPEG,RGB,241.24,373.78,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\image-2-716x1024.png,716,1024,0.6992,PNG,RGBA,145.15,530.71,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\Intro-to-batteries-featured.jpg,770,603,1.2769,JPEG,RGB,238.03,453.32,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\Li-Batteries-for-Disposal-or-Recycling-1024x575.png,1024,575,1.7809,PNG,RGBA,135.83,2124.02,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\Life-cycle-inventory-of-Li-ion-battery-Ecoinvent-30-Battery-Li-ion-rechargeable.png,850,704,1.2074,PNG,P,239.97,5573.8,WARNING,very_bright | non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\lifecycleimagebatteries.png,2200,1700,1.2941,PNG,RGB,239.18,1079.67,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\lithium-vs-alkaline-batteries.png,1435,749,1.9159,PNG,P,110.35,483.34,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\machinedesign_7204_pulse_plus_batteries_promo_0.png,595,446,1.3341,PNG,RGBA,213.41,1007.32,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\non-rechargeable-batteries-product-image_0.png,477,294,1.6224,PNG,RGBA,214.67,1855.09,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\Primary-battery-types.png,960,540,1.7778,PNG,P,211.34,1081.53,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\Screen-Shot-2021-07-20-at-10.37.08-AM.png,1300,386,3.3679,PNG,RGBA,199.06,851.79,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\batteries\un3480.png,640,587,1.0903,PNG,RGBA,180.65,1004.71,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\02bulb-web2-1454343899851-superJumbo - Copy.jpg,1955,2048,0.9546,JPEG,RGB,84.89,9.71,WARNING,possible_blur
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\02bulb-web2-1454343899851-superJumbo.jpg,1955,2048,0.9546,JPEG,RGB,84.89,9.71,WARNING,possible_blur
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\04801E3UVtxDTDY9ek1ovu0-3..v1618408208 - Copy.jpg,1920,1319,1.4556,JPEG,RGB,237.37,2740.79,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\04801E3UVtxDTDY9ek1ovu0-3..v1618408208.jpg,1920,1319,1.4556,JPEG,RGB,237.37,2740.79,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\1000_F_137113944_B7B2w62hhwjr7dWy8R5nYwwlHIwCRu6S - Copy.jpg,1000,1000,1.0,JPEG,RGB,247.94,1170.13,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\1000_F_137113944_B7B2w62hhwjr7dWy8R5nYwwlHIwCRu6S.jpg,1000,1000,1.0,JPEG,RGB,247.94,1170.13,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\20f1f392-6d51-4fdb-a0a1-b6e0e837a57b.bc4be531fe04703066c45a302f6d7c0e - Copy.jpeg,1477,1319,1.1198,JPEG,RGB,241.26,47.0,WARNING,very_bright | possible_blur
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\20f1f392-6d51-4fdb-a0a1-b6e0e837a57b.bc4be531fe04703066c45a302f6d7c0e.jpeg,1477,1319,1.1198,JPEG,RGB,241.26,47.0,WARNING,very_bright | possible_blur
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\6184AcGb9XL - Copy.jpg,1702,1600,1.0637,JPEG,RGB,234.24,21.01,WARNING,possible_blur
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\6184AcGb9XL.jpg,1702,1600,1.0637,JPEG,RGB,234.24,21.01,WARNING,possible_blur
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\61DVdFF9f-L - Copy.jpg,1500,1500,1.0,JPEG,RGB,245.84,59.32,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\61DVdFF9f-L.jpg,1500,1500,1.0,JPEG,RGB,245.84,59.32,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\634ec7fb55fe19788b75085f-18-watt-cfl-light-bulbs-4-pin-g24q-2 - Copy.jpg,1256,1169,1.0744,JPEG,RGB,234.64,27.99,WARNING,possible_blur
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\634ec7fb55fe19788b75085f-18-watt-cfl-light-bulbs-4-pin-g24q-2.jpg,1256,1169,1.0744,JPEG,RGB,234.64,27.99,WARNING,possible_blur
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\7ade6617-865a-42bf-b8f8-12859169a351.a7819c077ec87ce47606d6942a125eea - Copy.jpeg,1001,1001,1.0,JPEG,RGB,235.81,382.92,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\7ade6617-865a-42bf-b8f8-12859169a351.a7819c077ec87ce47606d6942a125eea.jpeg,1001,1001,1.0,JPEG,RGB,235.81,382.92,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\8085 - Copy.jpg,560,420,1.3333,JPEG,RGB,246.6,6.64,WARNING,very_bright | possible_blur
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\8085.jpg,560,420,1.3333,JPEG,RGB,246.6,6.64,WARNING,very_bright | possible_blur
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\85a44d0f-d9a2-37b6-93c1-1c21fed330cf - Copy.png,700,989,0.7078,PNG,P,152.04,866.06,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\85a44d0f-d9a2-37b6-93c1-1c21fed330cf.png,700,989,0.7078,PNG,P,152.04,866.06,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\box1-img - Copy.png,668,425,1.5718,PNG,RGBA,88.41,2779.22,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\box1-img.png,668,425,1.5718,PNG,RGBA,88.41,2779.22,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\bulbs_2 - Copy.png,1046,604,1.7318,PNG,RGB,241.45,869.39,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\bulbs_2.png,1046,604,1.7318,PNG,RGB,241.45,869.39,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\BulbSchematic - Copy.jpg,313,488,0.6414,JPEG,CMYK,237.98,1499.55,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\BulbSchematic.jpg,313,488,0.6414,JPEG,CMYK,237.98,1499.55,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\CFL-Broken-Bulb-scaled - Copy.jpeg,2048,1366,1.4993,JPEG,RGB,71.44,20.88,WARNING,possible_blur
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\CFL-Broken-Bulb-scaled.jpeg,2048,1366,1.4993,JPEG,RGB,71.44,20.88,WARNING,possible_blur
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\cfl-product-family - Copy.png,720,405,1.7778,PNG,RGBA,54.95,2084.15,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\cfl-product-family.png,720,405,1.7778,PNG,RGBA,54.95,2084.15,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\CFL-VS-LED-Lighting - Copy.jpg,1612,1008,1.5992,JPEG,RGB,242.7,132.63,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\CFL-VS-LED-Lighting.jpg,1612,1008,1.5992,JPEG,RGB,242.7,132.63,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\Compact-Flourescent-Lighbulb - Copy.png,730,852,0.8568,PNG,P,137.71,1928.2,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\Compact-Flourescent-Lighbulb.png,730,852,0.8568,PNG,P,137.71,1928.2,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\Compact_fluorescent_light_bulb_with_GU24_connector - Copy.png,230,374,0.615,PNG,RGBA,200.16,158.75,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\Compact_fluorescent_light_bulb_with_GU24_connector.png,230,374,0.615,PNG,RGBA,200.16,158.75,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\crompton-bulbs-and-cfls-19-08-2021-975-240174309-zjbfq - Copy.png,530,530,1.0,PNG,RGBA,236.94,175.74,WARNING,very_bright | non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\crompton-bulbs-and-cfls-19-08-2021-975-240174309-zjbfq.png,530,530,1.0,PNG,RGBA,236.94,175.74,WARNING,very_bright | non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\depositphotos_38625459-stock-photo-incandescent-compact-fluorescent-halogen-lamps - Copy.jpg,1024,657,1.5586,JPEG,RGB,240.78,518.86,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\depositphotos_38625459-stock-photo-incandescent-compact-fluorescent-halogen-lamps.jpg,1024,657,1.5586,JPEG,RGB,240.78,518.86,WARNING,very_bright
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\Dont-Trash-fluorescent-bulbs - Copy.png,269,341,0.7889,PNG,RGBA,107.07,934.32,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\Dont-Trash-fluorescent-bulbs.png,269,341,0.7889,PNG,RGBA,107.07,934.32,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-waste - Copy.png,497,493,1.0081,PNG,RGBA,176.93,2282.3,WARNING,non_rgb_mode
phenomsg,Hazardous,,data\raw\phenomsg\Hazardous\Hazardous\e-waste\E-waste.png,497,493,1.0081,PNG,RGBA,176.93,2282.3,WARNING,non_rgb_mode
